source_group,price,area_total,rooms,floor,floors_total,address,metro,metro_walk_min,kitchen_area,walls,link
all,7000000,39.2,1,14,14,"1к, 39.2м², 14/14 этаж, ул. Красных Зорь, 23, Москва, квартира",На карте Кунцевская,15,10.5,Монолитно-заливные,https://msk.etagi.com/realty/12221884/
all,10200000,20.0,0,9,2,"20м², 9/2 этаж, ул. Амурская, 1а, Москва, квартира",Локомотив,12,6.0,Железо-бетон,https://msk.etagi.com/realty/12222079/
all,11980000,36.3,1,1,16,"1к, 36.3м², 1/16 этаж, ул. Лескова, 12, Москва, квартира",Алтуфьево,15,8.2,Панельные,https://msk.etagi.com/realty/12222318/
all,50900000,127.0,3,30,33,"3к, 127м², 30/33 этаж, ул. 1-й Нагатинский проезд, 11к1, Москва, квартира",Нагатинская,14,19.8,Газобетонные блоки (Сибит),https://msk.etagi.com/realty/12226186/
all,22990000,75.0,3,11,16,"3к, 75м², 11/16 этаж, ул. Ленинский проспект, 123к1, Москва, квартира",Тропарёво,9,10.3,Блочные,https://msk.etagi.com/realty/12226734/
all,21000000,47.8,1,3,39,"1к, 47.8м², 3/39 этаж, ул. Амурская, 1ак5, Москва, апартаменты",Локомотив,15,14.3,Монолитно-Кирпичный,https://msk.etagi.com/realty/12227268/
all,55000000,83.0,2,4,6,"2к, 83м², 4/6 этаж, ул. 3-я Тверская-Ямская, 12, Москва, квартира",Маяковская,3,25.0,Кирпичные,https://msk.etagi.com/realty/12216365/
all,21500000,51.6,2,2,25,Посмотреть 12 фото,,,19.5,Панельные,https://msk.etagi.com/realty/12216368/
all,16000000,44.7,2,7,19,"2к, 44.7м², 7/19 этаж, ул. Бутлерова, 24, Москва, квартира",Беляево,14,6.7,Панельные,https://msk.etagi.com/realty/12217477/
all,11484000,22.3,1,2,23,"1к, 22.3м², 2/23 этаж, ул. Южнопортовая, 28а, Москва, квартира",И многое многое другое для комфортного проживания в,10,18.8,Монолитно-Кирпичный,https://msk.etagi.com/realty/12218102/
all,13600000,43.3,2,3,5,"2к, 43.3м², 3/5 этаж, ул. Борисовская, 27, Москва, квартира",Измайлово,9,4.5,Кирпичные,https://msk.etagi.com/realty/12218287/
all,17000000,58.5,2,9,17,"2к, 58.5м², 9/17 этаж, ул. Венёвская, 19, Москва, квартира",Бульвар Адмирала Ушакова,8,10.1,Панельные,https://msk.etagi.com/realty/12218357/
all,42000000,98.0,2,9,38,"2к, 98м², 9/38 этаж, ул. проспект Мира, 188бк4, Москва, квартира",Ростокино,12,10.0,Монолитные,https://msk.etagi.com/realty/12218744/
all,11000000,38.8,1,14,15,"1к, 38.8м², 14/15 этаж, ул. Белореченская, 34к1, Москва, квартира",Братиславская,23,10.0,Панельные,https://msk.etagi.com/realty/12218964/
all,26900000,69.6,2,23,25,"2к, 69.6м², 23/25 этаж, ул. Волоколамское шоссе, 81/2с6, Москва, апартаменты",Трикотажная,18,15.0,Монолитный железобетонный каркас,https://msk.etagi.com/realty/12000314/
all,15100000,38.7,1,14,14,"1к, 38.7м², 14/14 этаж, ул. Нагатинская набережная, 14к2, Москва, квартира",Коломенская,15,9.0,Панельные,https://msk.etagi.com/realty/12207264/
all,11300000,31.9,1,1,9,"1к, 31.9м², 1/9 этаж, ул. Чертановская, 52к3, Москва, квартира",Улица Академика Янгеля,23,9.0,Панельные,https://msk.etagi.com/realty/12207302/
all,35400000,54.0,1,17,20,"1к, 54м², 17/20 этаж, ул. Ленинградское шоссе, 69к3, Москва, квартира",Беломорская,20,20.0,Монолитные,https://msk.etagi.com/realty/12207376/
all,28000000,52.0,2,3,15,"2к, 52м², 3/15 этаж, ул. Валовая, 6, Москва, квартира",На карте Павелецкая,3,8.0,Панельные,https://msk.etagi.com/realty/12211667/
all,28500000,75.0,3,16,16,"3к, 75м², 16/16 этаж, ул. Лобачевского, 100, Москва, квартира",Мичуринский проспект,6,10.3,Панельные,https://msk.etagi.com/realty/12184047/
all,29500000,88.6,3,4,5,"3к, 88.6м², 4/5 этаж, ул. Ремизова, 7, Москва, квартира",,,8.7,Кирпичные,https://msk.etagi.com/realty/12200388/
all,14900000,32.0,1,3,9,"1к, 32м², 3/9 этаж, ул. Перекопская, 22к1, Москва, квартира",,,8.0,Панельные,https://msk.etagi.com/realty/12200602/
all,12400000,37.5,1,6,14,"1к, 37.5м², 6/14 этаж, ул. Беловежская, 73, Москва, квартира",Немчиновка,26,7.9,Панельные,https://msk.etagi.com/realty/12200910/
all,15300000,36.0,1,15,15,"1к, 36м², 15/15 этаж, ул. Пролетарский проспект, 43к1, Москва, квартира",Кантемировская,9,9.0,Кирпичные,https://msk.etagi.com/realty/12201401/
all,13500000,38.3,1,4,24,"1к, 38.3м², 4/24 этаж, ул. Парковая, 33, Москва, квартира",Митино,20,9.0,Монолитный железобетонный каркас,https://msk.etagi.com/realty/12201513/
all,27300000,71.9,3,4,17,"3к, 71.9м², 4/17 этаж, ул. Крылатская, 31к2, Москва, квартира",Крылатское,23,10.7,Панельные,https://msk.etagi.com/realty/12202168/
all,39999000,67.0,2,12,27,"2к, 67м², 12/27 этаж, ул. Шелепихинская набережная, 42к2, Москва, квартира",Хорошёво,17,10.0,Монолитные,https://msk.etagi.com/realty/12193531/
all,19990000,57.2,2,3,9,"2к, 57.2м², 3/9 этаж, ул. шоссе Энтузиастов, 20, Москва, квартира",На карте Авиамоторная,6,3.6,Кирпичные,https://msk.etagi.com/realty/12193899/
all,22700000,52.3,2,7,23,Посмотреть 7 фото,,,15.0,Панельные,https://msk.etagi.com/realty/12194451/
all,45000000,70.0,2,10,19,"2к, 70м², 10/19 этаж, ул. Никитинская, 10, Москва, квартира",На карте Измайловская,20,5.0,Монолитные,https://msk.etagi.com/realty/12184524/
all,29700000,100.1,4,1,5,"4к, 100.1м², 1/5 этаж, ул. 1-я Хуторская, 16/26к6, Москва, квартира",,,9.0,Кирпичные,https://msk.etagi.com/realty/12184526/
all,26500000,44.7,2,7,24,"2к, 44.7м², 7/24 этаж, ул. Тайнинская, 9/5, Москва, квартира",На карте Медведково,21,10.0,Монолитные,https://msk.etagi.com/realty/12187389/
all,16700000,60.4,3,6,9,"3к, 60.4м², 6/9 этаж, ул. Ясеневая, 8к1, Москва, квартира",Для шоппинга и проведения досуга в,10,8.0,Панельные,https://msk.etagi.com/realty/12187675/
all,12900000,48.8,3,4,9,"3к, 48.8м², 4/9 этаж, ул. Лавочкина, 6к2, Москва, квартира",Коптево,24,6.5,Железобетонные,https://msk.etagi.com/realty/12187819/
all,18550000,40.0,1,,,"1к, 40м², 7 этаж, ул. Татьянин Парк, 19к2, Москва, квартира",На карте Говорово,11,10.0,,https://msk.etagi.com/realty/12178991/
all,13500000,38.6,1,7,14,"1к, 38.6м², 7/14 этаж, ул. Мячковский бульвар, 18, Москва, квартира",Марьино,14,8.3,Панели железобетонные,https://msk.etagi.com/realty/12179070/
all,15500000,41.0,1,12,17,"1к, 41м², 12/17 этаж, ул. Дмитровское шоссе, 169к7, Москва, квартира",На карте Долгопрудная Новодачная,15,9.0,,https://msk.etagi.com/realty/12179472/
all,13990000,18.9,0,19,20,Посмотреть 6 фото,ЗИЛ,6,10.0,Панельные,https://msk.etagi.com/realty/12179676/
all,10999999,30.0,0,,,"30м², 6 этаж, ул. Сколковское шоссе, 40к4, Москва, квартира",Немчиновка,29,5.1,,https://msk.etagi.com/realty/12180239/
all,11600000,35.4,1,4,14,"1к, 35.4м², 4/14 этаж, ул. Чертановская, 43к1, Москва, квартира",,,10.0,Блочные,https://msk.etagi.com/realty/12125099/
all,29999000,45.0,2,5,5,"2к, 45м², 5/5 этаж, ул. Ленинградский проспект, 54а, Москва, квартира",а На карте Аэропорт,8,6.5,"Кирпичные, монолитно-каркасные",https://msk.etagi.com/realty/12158971/
all,19950000,38.0,1,2,9,"1к, 38м², 2/9 этаж, ул. Красная Пресня, 8, Москва, квартира",Краснопресненская,5,7.6,Панельные,https://msk.etagi.com/realty/12161993/
all,36800000,59.0,2,17,32,"2к, 59м², 17/32 этаж, ул. Петра Алексеева, 14, Москва, квартира",Давыдково,20,12.0,Монолитные,https://msk.etagi.com/realty/12162388/
all,12500000,38.2,1,6,17,"1к, 38.2м², 6/17 этаж, ул. Некрасовская, 7, Москва, квартира",до метро Некрасовка на автобусе,10,8.7,Панельные,https://msk.etagi.com/realty/12163095/
all,17450000,32.6,0,35,50,"45.6м², 35/50 этаж, ул. Михневская, 8, Москва, квартира",,,9.0,Монолитные,https://msk.etagi.com/realty/12163105/
all,16500000,43.3,1,14,16,"1к, 43.3м², 14/16 этаж, ул. Кусковская, 12/1, Москва, квартира",Чухлинка Перово,11,11.0,Панели железобетонные,https://msk.etagi.com/realty/12173266/
all,34400000,80.8,4,2,6,"4к, 80.8м², 2/6 этаж, ул. Новорязанская, 31/7с6, Москва, квартира",На карте Бауманская,9,6.5,Кирпичные,https://msk.etagi.com/realty/12175841/
all,20500000,81.1,3,8,17,"3к, 81.1м², 8/17 этаж, ул. Краснодарская, 72к3, Москва, квартира",Люблино,21,10.0,Кирпичные,https://msk.etagi.com/realty/12176231/
all,35000000,69.0,3,2,14,"3к, 69м², 2/14 этаж, ул. проезд Серебрякова, 9к1, Москва, квартира",Ботанический сад,9,10.0,Блоки железобетонные,https://msk.etagi.com/realty/12176357/
all,19500000,47.1,2,11,23,"2к, 47.1м², 11/23 этаж, ул. Пролетарский проспект, 7, Москва, квартира",На карте Кантемировская,15,8.0,Монолитные,https://msk.etagi.com/realty/12176683/
all,11500000,23.0,0,21,21,"23м², 21/21 этаж, ул. Автомобильный проезд, 4к4, Москва, квартира",Калитники,9,5.0,Монолитно-Каркасные,https://msk.etagi.com/realty/12091703/
all,35500000,43.9,1,2,29,"1к, 43.9м², 2/29 этаж, ул. Береговой проезд, 2к1, Москва, квартира",На карте Шелепиха,15,16.0,Монолитные,https://msk.etagi.com/realty/12156191/
all,32000000,50.0,2,11,17,"2к, 50м², 11/17 этаж, ул. Пырьева, 24, Москва, квартира",В,10,8.0,Железобетонные,https://msk.etagi.com/realty/12156428/
all,15500000,52.3,2,7,12,"2к, 52.3м², 7/12 этаж, ул. Корнейчука, 41а, Москва, квартира",Медведково,29,8.6,Панельные,https://msk.etagi.com/realty/12156524/
