source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link
all,19500000,36.8,1,26,30,,55.720945,37.68844,Угрешская,15,16.0,чистовая отделка,монолитные,,,не угловая,,32/5к3,Детская площадка,,нет,https://msk.etagi.com/realty/11871624/
all,149950000,104.2,3,13,31,"Москва, ул. Кудринская площадь, 1",55.759198,37.581047,Смоленская,15,,,кирпичные,,2.64,не угловая,"пассажирский, грузовой",1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11871935/
all,14500000,35.0,1,6,12,"Москва, ул. Большая Юшуньская, 16 (11 км до центра)",55.647132,37.589554,Севастопольская,15,10.0,косметический ремонт,блочные,1972,2.48,не угловая,"пассажирский, грузовой",16,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11872144/
all,24000000,42.4,1,7,35,"Москва, ул. Фестивальная, 29 (15 км до центра)",55.858316,37.48004,Речной вокзал,15,10.0,,монолитные,2022,3.03,не угловая,грузовой,29,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11872351/
all,37500000,115.0,3,,,"Москва, ул. Родионовская, 18к1",55.89234,37.384936,,,30.0,чистовая отделка,,,,не угловая,,18к1,Детская площадка,,нет,https://msk.etagi.com/realty/11873328/
all,33300000,122.0,3,2,6,"Москва, ул. Новокуркинское шоссе, 35к1",55.900264,37.392284,Молжаниново,45,12.0,чистовая отделка,монолитный железобетонный каркас,2003,,не угловая,,35к1,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/11873373/
all,17500000,35.2,2,3,33,"Москва, ул. Малая Очаковская, 4ак1",55.669407,37.439311,Озёрная,15,5.1,черновая отделка,монолитные,2024,2.62,не угловая,,4ак1,Двор,парковка во дворе,нет,https://msk.etagi.com/realty/11843171/
all,10990000,22.2,1,6,16,"Москва, ул. Автомобильный проезд, 4",55.730193,37.697576,Калитники,15,8.0,,монолитные,,3.0,не угловая,грузовой,4,Двор,"подземный паркинг, парковка во дворе, наземный паркинг",нет,https://msk.etagi.com/realty/11843684/
all,15600000,46.0,2,9,12,"Москва, ул. Дегунинская, 13к2",55.864864,37.532592,Селигерская,15,6.7,косметический ремонт,панельные,1978,,не угловая,,13к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11844417/
all,26700000,71.0,3,5,16,"Москва, ул. Новогиреевская, 5ак1 (10 км до центра)",55.761335,37.794028,Перово,30,10.0,без отделки,монолитные,,2.8,не угловая,,5ак1,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/11844478/
all,84500000,134.3,4,1,29,"Москва, ул. Виктора Маслова, 2 (4 км до центра)",55.719434,37.656874,Автозаводская,30,15.51,черновая отделка,монолитные,2023,3.38,не угловая,,2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11844908/
all,11000000,24.0,0,5,15,"Москва, ул. Ленинградское шоссе, 228к4 (24 км до центра)",55.932591,37.383678,Молжаниново,15,6.0,,панельные,2023,,,,,,,,https://msk.etagi.com/realty/11845060/
all,11385000,27.5,0,3,22,"Москва, ул. Дегунинская, 9к1 (13 км до центра)",55.863833,37.53393,Селигерская,15,3.45,евроремонт,монолитные,,2.7,не угловая,,9к1,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11845219/
all,29900000,59.0,2,,,"Москва, ул. Черноморский бульвар, 4к1",55.645781,37.616009,Чертановская,15,12.8,евроремонт,,1983,,не угловая,,4к1,Детская площадка,,нет,https://msk.etagi.com/realty/11845542/
all,14500000,38.5,2,13,14,"Москва, ул. Малахитовая, 8к2 (9 км до центра)",55.830392,37.662812,Ростокино,15,6.0,косметический ремонт,монолитные,,,,,,,,,https://msk.etagi.com/realty/11845833/
all,36600000,82.0,3,5,7,"Москва, ул. Коломенский проезд, 21",55.667736,37.652445,Коломенская,15,8.0,,кирпичные,,,,,,,,,https://msk.etagi.com/realty/11845955/
all,12375000,74.6,3,11,25,"Москва, ул. Варшавское шоссе, 143к4",55.581973,37.598303,Лесопарковая,15,10.2,косметический ремонт,панельные,,2.7,не угловая,"пассажирский, грузовой",143к4,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11845970/
all,10000000,57.1,2,6,8,"Москва, ул. Ленинский проспект, 74 (12 км до центра)",55.683798,37.537883,,,8.0,требует ремонта / частичный ремонт,кирпичные,1958,2.93,не угловая,"пассажирский, грузовой",74,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11801198/
all,20500000,42.6,2,3,5,"Москва, ул. 5-й Донской проезд, 21к12",55.703992,37.593336,Площадь Гагарина,15,6.0,косметический ремонт,кирпичные,1962,2.64,не угловая,,21к12,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11826647/
all,19200000,64.0,3,10,12,"Москва, ул. Подольская, 23 (12 км до центра)",55.650952,37.709461,Курьяново,15,7.0,евроремонт,панельные,1980,,,,,,,,https://msk.etagi.com/realty/11826858/
all,14200000,36.0,1,3,5,"Москва, ул. Сходненская, 37",55.849767,37.438897,Планерная,15,8.0,евроремонт,кирпичные,1964,,,,,,,,https://msk.etagi.com/realty/11830078/
all,14850000,30.2,1,3,5,"Москва, ул. Академика Бочвара, 6",55.8061,37.460655,Щукинская,15,4.2,,кирпичные,1959,,,,,,,,https://msk.etagi.com/realty/11830290/
all,29800000,81.9,3,15,17,"Москва, ул. Рабочая, 6к1",55.744262,37.68049,,,10.5,косметический ремонт,панельные,2000,2.64,не угловая,"пассажирский, грузовой",6к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11830560/
all,79990000,119.0,5,1,4,"Москва, ул. Малый Харитоньевский переулок, 7с1 (2 км до центра)",55.76602,37.645366,Сретенский бульвар,15,17.0,евроремонт,кирпичные,1890,,,,,,,,https://msk.etagi.com/realty/11830912/
all,18990000,56.4,1,5,21,"Москва, ул. Новоостаповская, 20к7",55.723759,37.686024,Угрешская,15,8.0,,монолитный железобетонный каркас,2025,3.0,не угловая,,20к7,Детская площадка,,нет,https://msk.etagi.com/realty/11831560/
all,19200000,57.0,2,6,15,"Москва, ул. 15-я Парковая, 42к5",55.80698,37.824472,Щёлковская,30,11.0,евроремонт,кирпичные,2021,3.0,не угловая,,42к5,Детская площадка,,нет,https://msk.etagi.com/realty/11831919/
all,15000000,24.0,0,31,31,"Москва, ул. Газгольдерная, 10 (8 км до центра)",55.727192,37.735746,Нижегородская,15,4.0,,монолитные,,3.0,не угловая,,10,Двор,"подземный паркинг, наземный паркинг",есть,https://msk.etagi.com/realty/11832035/
all,25900000,63.3,2,17,20,"Москва, ул. Базовская, 15бк4 (16 км до центра)",55.880871,37.506051,Грачёвская,30,23.0,,панельные,2024,2.7,не угловая,,15бк4,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11832244/
