source_group,price,area_total,kitchen_area,price_per_m2,rooms,floor,floors_total,address,metro,metro_walk_min,walls,walls_clean,link,address_raw,metro_raw
3k,30000000,76.5,10.6,392156.862745098,3.0,14.0,17.0,"ул. Филёвский бульвар, 40, Москва",,8.0,Панельные,панель,https://msk.etagi.com/realty/11905906/,"3к, 76.5м², 14/17 этаж, ул. Филёвский бульвар, 40, Москва, квартира",до метро Мневники
3k,18500000,80.0,9.0,231250.0,3.0,9.0,16.0,"ул. Сочинская, 8, Москва",Некрасовка,15.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11848999/,"3к, 80м², 9/16 этаж, ул. Сочинская, 8, Москва, квартира",Некрасовка
3k,29500000,74.0,9.0,398648.64864864864,3.0,11.0,16.0,"ул. Академика Анохина, 38к4, Москва",Юго-Западная,14.0,Панельные,панель,https://msk.etagi.com/realty/11849737/,"3к, 74м², 11/16 этаж, ул. Академика Анохина, 38к4, Москва, квартира",Юго-Западная
3k,21180000,64.2,9.0,329906.5420560748,3.0,1.0,9.0,"ул. Профсоюзная, 85к1, Москва",Беляево,3.0,Панели железобетонные,панель,https://msk.etagi.com/realty/11856019/,"3к, 64.2м², 1/9 этаж, ул. Профсоюзная, 85к1, Москва, квартира",На карте Беляево
3k,29000000,76.8,13.0,377604.1666666667,3.0,4.0,17.0,"ул. Нахимовский проспект, 33/2, Москва",всё,5.0,Монолитные,монолит,https://msk.etagi.com/realty/11861469/,"3к, 76.8м², 4/17 этаж, ул. Нахимовский проспект, 33/2, Москва, квартира",всё в радиусе
3k,21300000,77.8,9.8,273778.9203084833,3.0,19.0,22.0,"ул. Мячковский бульвар, 31/19, Москва",Марьино,20.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11869551/,"3к, 77.8м², 19/22 этаж, ул. Мячковский бульвар, 31/19, Москва, квартира",Марьино
3k,31000000,77.8,8.3,398457.5835475579,3.0,10.0,10.0,"ул. Шарикоподшипниковская, 40, Москва",Дубровка,3.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11869744/,"3к, 77.8м², 10/10 этаж, ул. Шарикоподшипниковская, 40, Москва, квартира",Дубровка
3k,35000000,73.0,7.2,479452.05479452055,3.0,13.0,56.0,"ул. проспект Генерала Дорохова, вл1к3, Москва",Матвеевская,14.0,Монолитные,монолит,https://msk.etagi.com/realty/11815954/,"3к, 73м², 13/56 этаж, ул. проспект Генерала Дорохова, вл1к3, Москва, квартира",Матвеевская
3k,18710000,63.9,9.5,292801.25195618154,3.0,8.0,16.0,"ул. Буракова, 11, Москва",,,Панельные,панель,https://msk.etagi.com/realty/11816005/,"3к, 63.9м², 8/16 этаж, ул. Буракова, 11, Москва, квартира",
3k,38000000,83.2,8.5,456730.7692307692,3.0,2.0,5.0,"ул. Новозаводская, 21, Москва",Багратионовская,15.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11816198/,"3к, 83.2м², 2/5 этаж, ул. Новозаводская, 21, Москва, квартира",На карте Багратионовская
3k,20000000,52.4,10.0,381679.3893129771,3.0,2.0,4.0,"ул. 2-я Рыбинская, 13, Москва",,1.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11822092/,"3к, 52.4м², 2/4 этаж, ул. 2-я Рыбинская, 13, Москва, апартаменты",- до автобусной остановки -
3k,19800000,64.0,7.0,309375.0,3.0,11.0,12.0,"ул. Подольская, 23, Москва",Курьяново,8.0,Панельные,панель,https://msk.etagi.com/realty/11826858/,"3к, 64м², 11/12 этаж, ул. Подольская, 23, Москва, квартира",На карте Курьяново
3k,30500000,81.9,10.5,372405.3724053724,3.0,15.0,17.0,"ул. Рабочая, 6к1, Москва",Римская,3.0,Панельные,панель,https://msk.etagi.com/realty/11830560/,"3к, 81.9м², 15/17 этаж, ул. Рабочая, 6к1, Москва, квартира",Римская
3k,34900000,82.0,9.0,425609.756097561,3.0,22.0,50.0,"ул. Шмитовский проезд, 39к4, Москва",Шелепиха,5.0,Монолитные,монолит,https://msk.etagi.com/realty/11707457/,"3к, 82м², 22/50 этаж, ул. Шмитовский проезд, 39к4, Москва, квартира",На карте Шелепиха
3k,45000000,57.1,4.9,788091.0683012259,3.0,7.0,20.0,"ул. Мустая Карима, 12, Москва",Технопарк,11.0,Монолитно-Каркасные,монолит,https://msk.etagi.com/realty/11708411/,"3к, 57.1м², 7/20 этаж, ул. Мустая Карима, 12, Москва, квартира",На карте Технопарк
3k,35000000,105.0,11.4,333333.3333333333,3.0,9.0,9.0,"ул. Пенягинская, 26, Москва",Пенягино,18.0,Монолитные,монолит,https://msk.etagi.com/realty/11718069/,"3к, 105м², 9/9 этаж, ул. Пенягинская, 26, Москва, квартира",Пенягино
3k,21650000,59.2,6.0,365709.45945945947,3.0,6.0,9.0,"ул. Новоясеневский проспект, 22к3, Москва",Ясенево,6.0,Панельные,панель,https://msk.etagi.com/realty/11723724/,"3к, 59.2м², 6/9 этаж, ул. Новоясеневский проспект, 22к3, Москва, квартира",Ясенево
3k,16000000,66.5,9.0,240601.5037593985,3.0,10.0,12.0,"ул. Головачёва, 3к3, Москва",Котельники Люблино,41.0,Монолитные,монолит,https://msk.etagi.com/realty/11732641/,"3к, 66.5м², 10/12 этаж, ул. Головачёва, 3к3, Москва, квартира",Котельники Люблино
3k,22500000,64.0,7.0,351562.5,3.0,9.0,16.0,"ул. Волочаевская, 4, Москва",Серп,17.0,Панели железобетонные,панель,https://msk.etagi.com/realty/11732870/,"3к, 64м², 9/16 этаж, ул. Волочаевская, 4, Москва, квартира",Серп и Молот
3k,39900000,79.8,18.94,500000.0,3.0,3.0,20.0,"ул. Автозаводская, 26/1, Москва",Тульская,11.0,Монолитные,монолит,https://msk.etagi.com/realty/10943221/,"3к, 79.8м², 3/20 этаж, ул. Автозаводская, 26/1, Москва, квартира",Тульская
3k,29998000,85.0,13.5,352917.64705882355,3.0,4.0,10.0,"ул. Краснобогатырская, 40к1, Москва",Преображенская площадь,27.0,Монолитные,монолит,https://msk.etagi.com/realty/10943225/,"3к, 85м², 4/10 этаж, ул. Краснобогатырская, 40к1, Москва, квартира",Преображенская площадь
3k,6200000,49.6,6.8,125000.0,3.0,8.0,9.0,"ул. Новоясеневский проспект, 14к2, Москва",Ясенево,12.0,Панельные,панель,https://msk.etagi.com/realty/10945028/,"3к, 49.6м², 8/9 этаж, ул. Новоясеневский проспект, 14к2, Москва, квартира",Ясенево
3k,24300000,78.0,11.0,311538.46153846156,3.0,22.0,22.0,"ул. Новороссийская, 34, Москва",Люблино,11.0,Панельные,панель,https://msk.etagi.com/realty/10945370/,"3к, 78м², 22/22 этаж, ул. Новороссийская, 34, Москва, квартира",Люблино
3k,5700000,63.0,6.6,90476.19047619047,3.0,2.0,12.0,"ул. Востряковский проезд, 25к1, Москва",Битца,45.0,Железобетонные,железобетон,https://msk.etagi.com/realty/10948926/,"3к, 63м², 2/12 этаж, ул. Востряковский проезд, 25к1, Москва, квартира",На карте Битца
3k,20850000,76.1,12.9,273981.6031537451,3.0,6.0,17.0,"ул. Лухмановская, 33, Москва",Лухмановская,26.0,Панельные,панель,https://msk.etagi.com/realty/10954672/,"3к, 76.1м², 6/17 этаж, ул. Лухмановская, 33, Москва, квартира",Лухмановская
3k,29800000,60.0,8.0,496666.6666666667,3.0,10.0,10.0,"ул. Ленинский проспект, 3, Москва",Октябрьская,6.0,Панельные,панель,https://msk.etagi.com/realty/10880831/,"3к, 60м², 10/10 этаж, ул. Ленинский проспект, 3, Москва, квартира",Октябрьская
3k,38950000,72.0,15.0,540972.2222222222,3.0,14.0,37.0,"ул. Мосфильмовская, 98к2, Москва",Аминьевская,5.0,Монолитные,монолит,https://msk.etagi.com/realty/10883358/,"3к, 72м², 14/37 этаж, ул. Мосфильмовская, 98к2, Москва, квартира",Аминьевская
3k,14500000,49.8,6.0,291164.6586345382,3.0,2.0,9.0,"ул. Кировоградская, 4к4, Москва",Южная,15.0,Панельные,панель,https://msk.etagi.com/realty/10883514/,"3к, 49.8м², 2/9 этаж, ул. Кировоградская, 4к4, Москва, квартира",На карте Южная
3k,28990000,74.5,10.0,389127.5167785235,3.0,5.0,5.0,"ул. Ленинградский проспект, 45к3, Москва",,3.0,Кирпичные,кирпич,https://msk.etagi.com/realty/10885179/,"3к, 74.5м², 5/5 этаж, ул. Ленинградский проспект, 45к3, Москва, квартира",в
3k,25700000,63.0,9.0,407936.50793650793,3.0,1.0,5.0,"ул. Самаркандский бульвар, 22к1, Москва",,5.0,Монолитные,монолит,https://msk.etagi.com/realty/10885438/,"3к, 63м², 1/5 этаж, ул. Самаркандский бульвар, 22к1, Москва, квартира",До метро Юго-восточная
3k,24300000,55.0,6.0,441818.1818181818,3.0,4.0,5.0,"ул. Большая Черёмушкинская, 26к1, Москва",Академическая,17.0,Кирпичные,кирпич,https://msk.etagi.com/realty/10885840/,"3к, 55м², 4/5 этаж, ул. Большая Черёмушкинская, 26к1, Москва, квартира",Академическая
3k,55000000,118.1,37.5,465707.0279424217,3.0,3.0,30.0,"ул. Малая Юшуньская, 3, Москва",Каховская,6.0,Монолитные,монолит,https://msk.etagi.com/realty/10766337/,"3к, 118.1м², 3/30 этаж, ул. Малая Юшуньская, 3, Москва, квартира",Каховская
3k,20800000,81.1,10.7,256473.48951911222,3.0,2.0,17.0,"ул. проспект Защитников Москвы, 13, Москва",,3.0,Монолитные,монолит,https://msk.etagi.com/realty/10768249/,"3к, 81.1м², 2/17 этаж, ул. проспект Защитников Москвы, 13, Москва, квартира",в
3k,29000000,87.0,15.4,333333.3333333333,3.0,3.0,14.0,"ул. 9-я Парковая, 68, Москва",Щёлковская,5.0,Монолитные,монолит,https://msk.etagi.com/realty/10770410/,"3к, 87м², 3/14 этаж, ул. 9-я Парковая, 68, Москва, квартира",На карте Щёлковская
3k,24800000,64.8,7.0,382716.04938271607,3.0,1.0,9.0,"ул. проспект Андропова, 33к2, Москва",Коломенская,8.0,Блочные,блочные,https://msk.etagi.com/realty/10776038/,"3к, 64.8м², 1/9 этаж, ул. проспект Андропова, 33к2, Москва, квартира",Коломенская
3k,13000000,50.0,5.0,260000.0,3.0,1.0,9.0,"ул. Вешняковская, 15к1, Москва",Новогиреево,20.0,Панельные,панель,https://msk.etagi.com/realty/10787089/,"3к, 50м², 1/9 этаж, ул. Вешняковская, 15к1, Москва, квартира",Новогиреево
3k,54900000,68.5,9.0,801459.8540145985,3.0,3.0,6.0,"ул. Усачёва, 29к7, Москва",Спортивная,2.0,Кирпичные,кирпич,https://msk.etagi.com/realty/10789199/,"3к, 68.5м², 3/6 этаж, ул. Усачёва, 29к7, Москва, квартира",Спортивная
